,시즌,날짜,시간,구장,팀 선발,T,결과,상대팀,상대선발,T.1,승리투수,패전투수,세이브,관중,성적,연도,월,홈팀
965,정규,10월 22일,18시30분,잠실,유희관,L,L 5:17,KT,쿠에바스,,조현우,이승진,,3074,75-60-4,2020,10,두산
966,정규,10월 23일,18시30분,잠실,최원준,R,L 2:6,키움,브리검,,이승호,최원준,,4533,75-61-4,2020,10,두산
967,정규,10월 24일,17시,잠실,알칸타라,,W 2:1,롯데,박세웅,R,알칸타라,박세웅,이영하,6813,76-61-4,2020,10,두산
968,정규,10월 27일,18시30분,잠실,플렉센,,W 3:0,한화,장웅정,,플렉센,장웅정,이영하,3322,77-61-4,2020,10,두산
970,정규,10월 30일,18시30분,잠실,알칸타라,,W 2:0,키움,요키시,,알칸타라,요키시,이영하,7216,79-61-4,2020,10,두산
984,정규,04월 04일,14시,잠실,로켓,,W 4:1,KIA,브룩스,,박치국,브룩스,김강률,2410,1-0-0,2021,4,두산
985,정규,04월 06일,18시30분,잠실,최원준,R,W 6:3,삼성,백정현,L,홍건희,백정현,김강률,2245,2-0-0,2021,4,두산
986,정규,04월 07일,18시30분,잠실,미란다,,W 1:0,삼성,원태인,,미란다,원태인,김강률,2142,3-0-0,2021,4,두산
987,정규,04월 08일,18시30분,잠실,이영하,R,L 1:6,삼성,이승민,,이승민,이영하,,2273,3-1-0,2021,4,두산
991,정규,04월 13일,18시30분,잠실,미란다,,L 7:8,KT,고영표,RU,고영표,김민규,김재윤,1128,4-4-0,2021,4,두산
992,정규,04월 14일,18시30분,잠실,이영하,R,W 3:1,KT,배제성,R,이영하,배제성,김강률,1038,5-4-0,2021,4,두산
993,정규,04월 15일,18시30분,잠실,유희관,L,L 3:8,KT,쿠에바스,,김민수,홍건희,,1124,5-5-0,2021,4,두산
1000,정규,04월 23일,18시30분,잠실,최원준,R,W 5:1,NC,송명기,,최원준,송명기,,2225,9-8-0,2021,4,두산
1001,정규,04월 24일,17시,잠실,미란다,,W 9:6,NC,강동연,R,미란다,강동연,김강률,2410,10-8-0,2021,4,두산
1002,정규,04월 25일,14시,잠실,이영하,R,L 0:10,NC,파슨스,,파슨스,이영하,,2410,10-9-0,2021,4,두산
1006,정규,04월 30일,18시30분,잠실,미란다,,W 9:4,SSG,폰트,,미란다,장지훈,,2410,12-11-0,2021,4,두산
1007,정규,05월 01일,17시,잠실,곽빈,,L 2:5,SSG,문승원,R,김상수,박종기,조영우,2427,12-12-0,2021,5,두산
1008,정규,05월 02일,14시,잠실,유희관,L,W 8:5,SSG,김정빈,L,유희관,김정빈,김강률,2427,13-12-0,2021,5,두산
1010,정규,05월 05일,14시,잠실,로켓,,L 4:7,LG,켈리,,켈리,로켓,고우석,2427,13-13-0,2021,5,두산
1011,정규,05월 06일,18시30분,잠실,미란다,,L 2:7,LG,수아레즈,,수아레즈,미란다,,2427,13-14-0,2021,5,두산
1017,정규,05월 11일,18시30분,잠실,로켓,,W 3:2,키움,안우진,,로켓,안우진,김강률,1606,17-14-0,2021,5,두산
1018,정규,05월 12일,18시30분,잠실,미란다,,L 0:3,키움,한현희,RU,한현희,미란다,조상우,1628,17-15-0,2021,5,두산
1019,정규,05월 13일,18시30분,잠실,조제영,,L 13:14,키움,이승호,L,양현,조제영,조상우,1896,17-16-0,2021,5,두산
1028,정규,05월 21일,18시30분,잠실,유희관,L,L 1:9,롯데,프랑코,,프랑코,유희관,,2427,19-19-0,2021,5,두산
1029,정규,05월 22일,17시,잠실,최원준,R,W 4:3,롯데,박세웅,R,김강률,진명호,,2427,20-19-0,2021,5,두산
1030,정규,05월 23일,14시,잠실,로켓,,W 4:0,롯데,스트레일리,,로켓,스트레일리,,2427,21-19-0,2021,5,두산
1032,정규,05월 26일,18시30분,잠실,미란다,,W 9:3,한화,김범수,L,미란다,김범수,,2385,22-19-0,2021,5,두산
1033,정규,05월 27일,18시30분,잠실,곽빈,,L 0:3,한화,김민우,R,김민우,곽빈,정우람,2085,22-20-0,2021,5,두산
1040,정규,06월 04일,18시30분,잠실,최원준,R,W 3:2,SSG,오원석,,최원준,오원석,이승진,2427,26-22-0,2021,6,두산
1041,정규,06월 05일,17시,잠실,로켓,,W 8:5,SSG,양선률,,로켓,양선률,이승진,2427,27-22-0,2021,6,두산
1042,정규,06월 06일,17시,잠실,미란다,,L 1:4,SSG,폰트,,폰트,이승진,서진용,2427,27-23-0,2021,6,두산
1049,정규,06월 15일,18시30분,잠실,박정수,RU,L 6:8,삼성,김대우,RU,이재익,박정수,오승환,2706,29-28-0,2021,6,두산
1050,정규,06월 16일,18시30분,잠실,이영하,R,L 3:5,삼성,뷰캐넌,,뷰캐넌,이영하,오승환,3702,29-29-0,2021,6,두산
1051,정규,06월 17일,18시30분,잠실,최원준,R,W 6:2,삼성,최채흥,,최원준,최채흥,장원준,3258,30-29-0,2021,6,두산
1056,정규,06월 22일,18시30분,잠실,이영하,R,W 10:3,키움,한현희,RU,이현승,한현희,,1364,33-31-0,2021,6,두산
1057,정규,06월 23일,18시30분,잠실,최원준,R,L 3:4,키움,최원태,R,김태훈,박치국,조상우,1585,33-32-0,2021,6,두산
1058,정규,06월 24일,18시30분,잠실,미란다,,L 1:2,키움,안우진,,김성민,남호,조상우,1773,33-33-0,2021,6,두산
1059,정규,06월 25일,18시30분,잠실,로켓,,L 1:9,롯데,스트레일리,,스트레일리,로켓,,3558,33-34-0,2021,6,두산
1060,정규,06월 26일,17시,잠실,김민규,,L 3:4,롯데,최영환,R,진명호,이승진,김원중,5297,33-35-0,2021,6,두산
1061,정규,06월 27일,17시,잠실,이영하,R,L 6:7,롯데,박세웅,R,박세웅,박정수,김원중,4549,33-36-0,2021,6,두산
1069,정규,07월 06일,18시30분,잠실,최원준,R,L 3:7,NC,루친스키,,루친스키,최원준,,1633,35-39-0,2021,7,두산
1070,정규,07월 07일,18시30분,잠실,미란다,,W 4:2,NC,송명기,,미란다,송명기,홍건희,924,36-39-0,2021,7,두산
1148,정규,10월 23일,17시,잠실,곽빈,,D 3:3,LG,이민호,,,,,3593,66-64-7,2021,10,두산
1149,정규,10월 24일,14시,잠실,미란다,,W 5:4,LG,이상영,,김강률,고우석,,2862,67-64-7,2021,10,두산
1150,정규,10월 24일,17시,잠실,현도훈,R,D 3:3,LG,임찬규,R,,,,3254,67-64-8,2021,10,두산
1151,정규,10월 26일,18시30분,잠실,최원준,R,W 7:2,키움,최원태,R,이현승,최원태,,2293,68-64-8,2021,10,두산
1156,정규,11월 01일,18시30분,잠실,곽빈,,L 4:7,키움,안우진,,조상우,김강률,,12422,71-66-8,2021,11,두산
1157,정규,11월 02일,18시30분,잠실,김민규,,W 16:8,키움,정찬헌,R,이영하,정찬헌,,9425,72-66-8,2021,11,두산
1159,정규,11월 05일,18시30분,잠실,곽빈,,L 3:9,LG,켈리,,켈리,곽빈,,21679,73-67-8,2021,11,두산
1162,정규,11월 10일,18시30분,잠실,김민규,,W 11:3,삼성,백정현,L,이영하,백정현,,22109,76-67-8,2021,11,두산
